id,user_id,student_id_number,birth_date,cohort_id,enrollment_status,created_at
332,332,STU-100332,2003-09-20,3,ACTIVE,2026-06-04 17:09:52.584216
333,333,STU-100333,2000-12-18,3,ACTIVE,2026-06-04 17:09:52.584240
334,334,STU-100334,2006-05-03,1,ACTIVE,2026-06-04 17:09:52.584263
335,335,STU-100335,2007-01-14,1,ACTIVE,2026-06-04 17:09:52.584283
336,336,STU-100336,2004-03-04,1,ACTIVE,2026-06-04 17:09:52.584306
337,337,STU-100337,2005-06-21,1,ACTIVE,2026-06-04 17:09:52.584326
338,338,STU-100338,2002-12-29,3,ACTIVE,2026-06-04 17:09:52.584352
339,339,STU-100339,2004-08-02,3,ACTIVE,2026-06-04 17:09:52.584373
340,340,STU-100340,2006-01-21,3,ACTIVE,2026-06-04 17:09:52.584392
341,341,STU-100341,2000-08-22,3,ACTIVE,2026-06-04 17:09:52.584418
342,342,STU-100342,2000-09-22,2,ACTIVE,2026-06-04 17:09:52.584438
343,343,STU-100343,2002-02-16,2,ACTIVE,2026-06-04 17:09:52.584463
344,344,STU-100344,2003-02-06,3,ACTIVE,2026-06-04 17:09:52.584486
345,345,STU-100345,2004-10-07,2,ACTIVE,2026-06-04 17:09:52.584509
346,346,STU-100346,2007-10-02,3,DROPPED,2026-06-04 17:09:52.584532
347,347,STU-100347,2007-06-13,3,ACTIVE,2026-06-04 17:09:52.584552
348,348,STU-100348,2008-03-15,2,ACTIVE,2026-06-04 17:09:52.584575
349,349,STU-100349,2004-05-12,3,ACTIVE,2026-06-04 17:09:52.584595
350,350,STU-100350,2003-12-11,3,ACTIVE,2026-06-04 17:09:52.584615
351,351,STU-100351,2006-09-12,1,ACTIVE,2026-06-04 17:09:52.584638
352,352,STU-100352,2002-07-13,2,ACTIVE,2026-06-04 17:09:52.584661
353,353,STU-100353,2007-11-21,1,ACTIVE,2026-06-04 17:09:52.584686
354,354,STU-100354,2001-09-27,1,ACTIVE,2026-06-04 17:09:52.584707
355,355,STU-100355,2007-02-27,1,ACTIVE,2026-06-04 17:09:52.584727
356,356,STU-100356,2003-12-25,3,ACTIVE,2026-06-04 17:09:52.584747
357,357,STU-100357,2008-03-14,2,ACTIVE,2026-06-04 17:09:52.584767
358,358,STU-100358,2005-12-09,2,ACTIVE,2026-06-04 17:09:52.584787
359,359,STU-100359,2004-04-26,3,ACTIVE,2026-06-04 17:09:52.584806
360,360,STU-100360,2007-05-27,3,SUSPENDED,2026-06-04 17:09:52.584826
361,361,STU-100361,2004-05-07,3,ACTIVE,2026-06-04 17:09:52.584849
362,362,STU-100362,2001-08-05,2,ACTIVE,2026-06-04 17:09:52.584869
363,363,STU-100363,2008-03-21,1,ACTIVE,2026-06-04 17:09:52.584888
364,364,STU-100364,2007-05-14,2,ACTIVE,2026-06-04 17:09:52.584911
365,365,STU-100365,2006-09-15,1,ACTIVE,2026-06-04 17:09:52.584931
366,366,STU-100366,2003-02-01,3,ACTIVE,2026-06-04 17:09:52.584954
367,367,STU-100367,2007-05-12,3,ACTIVE,2026-06-04 17:09:52.584974
368,368,STU-100368,2007-07-07,1,ACTIVE,2026-06-04 17:09:52.584998
369,369,STU-100369,2007-03-12,1,ACTIVE,2026-06-04 17:09:52.585017
370,370,STU-100370,2006-10-07,3,ACTIVE,2026-06-04 17:09:52.585037
371,371,STU-100371,2003-06-06,3,ACTIVE,2026-06-04 17:09:52.585060
372,372,STU-100372,2007-09-19,3,ACTIVE,2026-06-04 17:09:52.585081
373,373,STU-100373,2004-04-23,3,ACTIVE,2026-06-04 17:09:52.585101
374,374,STU-100374,2007-10-08,1,ACTIVE,2026-06-04 17:09:52.585121
375,375,STU-100375,2004-08-17,2,ACTIVE,2026-06-04 17:09:52.585143
376,376,STU-100376,2005-09-28,1,ACTIVE,2026-06-04 17:09:52.585163
377,377,STU-100377,2000-12-17,3,ACTIVE,2026-06-04 17:09:52.585186
378,378,STU-100378,2004-07-28,3,ACTIVE,2026-06-04 17:09:52.585209
379,379,STU-100379,2007-10-01,3,ACTIVE,2026-06-04 17:09:52.585231
380,380,STU-100380,2007-12-21,2,ACTIVE,2026-06-04 17:09:52.585254
381,381,STU-100381,2006-01-13,2,ACTIVE,2026-06-04 17:09:52.585276
382,382,STU-100382,2002-07-10,3,ACTIVE,2026-06-04 17:09:52.585296
383,383,STU-100383,2001-11-23,1,ACTIVE,2026-06-04 17:09:52.585320
384,384,STU-100384,2003-02-02,1,ACTIVE,2026-06-04 17:09:52.585343
385,385,STU-100385,2007-02-04,2,ACTIVE,2026-06-04 17:09:52.585363
386,386,STU-100386,2002-08-11,2,ACTIVE,2026-06-04 17:09:52.585385
387,387,STU-100387,2007-04-17,3,ACTIVE,2026-06-04 17:09:52.585408
388,388,STU-100388,2003-05-10,1,ACTIVE,2026-06-04 17:09:52.585434
389,389,STU-100389,2007-09-09,2,ACTIVE,2026-06-04 17:09:52.585453
390,390,STU-100390,2004-10-19,2,ACTIVE,2026-06-04 17:09:52.585478
391,391,STU-100391,2005-01-20,3,ACTIVE,2026-06-04 17:09:52.585501
392,392,STU-100392,2006-06-28,2,ACTIVE,2026-06-04 17:09:52.585521
393,393,STU-100393,2005-07-05,3,SUSPENDED,2026-06-04 17:09:52.585542
394,394,STU-100394,2001-06-20,3,ACTIVE,2026-06-04 17:09:52.585564
395,395,STU-100395,2003-09-27,1,ACTIVE,2026-06-04 17:09:52.585584
396,396,STU-100396,2003-07-08,2,ACTIVE,2026-06-04 17:09:52.585604
397,397,STU-100397,2004-07-30,3,ACTIVE,2026-06-04 17:09:52.585630
398,398,STU-100398,2005-10-26,3,ACTIVE,2026-06-04 17:09:52.585652
399,399,STU-100399,2005-12-21,1,ACTIVE,2026-06-04 17:09:52.585674
400,400,STU-100400,2000-10-12,1,ACTIVE,2026-06-04 17:09:52.585699
401,401,STU-100401,2004-07-29,3,ACTIVE,2026-06-04 17:09:52.585724
402,402,STU-100402,2008-05-01,1,ACTIVE,2026-06-04 17:09:52.585748
403,403,STU-100403,2000-12-06,2,ACTIVE,2026-06-04 17:09:52.585768
404,404,STU-100404,2005-10-19,3,ACTIVE,2026-06-04 17:09:52.585790
405,405,STU-100405,2005-05-09,2,ACTIVE,2026-06-04 17:09:52.585810
406,406,STU-100406,2005-08-25,1,ACTIVE,2026-06-04 17:09:52.585833
407,407,STU-100407,2001-08-30,3,ACTIVE,2026-06-04 17:09:52.585853
408,408,STU-100408,2004-08-27,2,ACTIVE,2026-06-04 17:09:52.585876
409,409,STU-100409,2001-07-18,3,ACTIVE,2026-06-04 17:09:52.585896
410,410,STU-100410,2002-05-09,1,ACTIVE,2026-06-04 17:09:52.585916
411,411,STU-100411,2006-07-20,2,ACTIVE,2026-06-04 17:09:52.585935
412,412,STU-100412,2008-01-23,3,ACTIVE,2026-06-04 17:09:52.585959
413,413,STU-100413,2000-06-15,2,ACTIVE,2026-06-04 17:09:52.585982
414,414,STU-100414,2006-07-16,3,ACTIVE,2026-06-04 17:09:52.586005
415,415,STU-100415,2006-02-12,2,ACTIVE,2026-06-04 17:09:52.586025
416,416,STU-100416,2002-12-10,1,ACTIVE,2026-06-04 17:09:52.586048
417,417,STU-100417,2005-05-07,3,ACTIVE,2026-06-04 17:09:52.586068
418,418,STU-100418,2003-08-18,3,ACTIVE,2026-06-04 17:09:52.586090
419,419,STU-100419,2003-12-25,2,ACTIVE,2026-06-04 17:09:52.586110
420,420,STU-100420,2007-08-03,2,ACTIVE,2026-06-04 17:09:52.586133
421,421,STU-100421,2002-10-16,2,ACTIVE,2026-06-04 17:09:52.586159
422,422,STU-100422,2004-08-26,2,ACTIVE,2026-06-04 17:09:52.586180
423,423,STU-100423,2002-08-24,3,ACTIVE,2026-06-04 17:09:52.586203
424,424,STU-100424,2006-10-16,3,ACTIVE,2026-06-04 17:09:52.586226
425,425,STU-100425,2008-01-22,2,ACTIVE,2026-06-04 17:09:52.586248
426,426,STU-100426,2003-11-29,1,DROPPED,2026-06-04 17:09:52.586271
427,427,STU-100427,2007-09-09,1,ACTIVE,2026-06-04 17:09:52.586294
428,428,STU-100428,2004-10-26,2,ACTIVE,2026-06-04 17:09:52.586314
429,429,STU-100429,2001-02-28,2,ACTIVE,2026-06-04 17:09:52.586337
430,430,STU-100430,2002-08-16,1,ACTIVE,2026-06-04 17:09:52.586360
431,431,STU-100431,2000-10-29,1,ACTIVE,2026-06-04 17:09:52.586382
432,432,STU-100432,2001-07-07,1,ACTIVE,2026-06-04 17:09:52.586402
433,433,STU-100433,2000-07-28,1,ACTIVE,2026-06-04 17:09:52.586422
434,434,STU-100434,2002-05-17,3,ACTIVE,2026-06-04 17:09:52.586445
435,435,STU-100435,2007-01-21,1,ACTIVE,2026-06-04 17:09:52.586468
436,436,STU-100436,2003-10-10,2,ACTIVE,2026-06-04 17:09:52.586490
437,437,STU-100437,2004-12-07,3,ACTIVE,2026-06-04 17:09:52.586513
438,438,STU-100438,2001-07-21,3,ACTIVE,2026-06-04 17:09:52.586536
439,439,STU-100439,2007-12-11,2,ACTIVE,2026-06-04 17:09:52.586558
440,440,STU-100440,2005-11-25,2,ACTIVE,2026-06-04 17:09:52.586578
441,441,STU-100441,2006-05-10,2,ACTIVE,2026-06-04 17:09:52.586600
442,442,STU-100442,2007-03-27,3,ACTIVE,2026-06-04 17:09:52.586623
443,443,STU-100443,2004-01-17,3,ACTIVE,2026-06-04 17:09:52.586643
444,444,STU-100444,2003-11-03,3,ACTIVE,2026-06-04 17:09:52.586666
445,445,STU-100445,2003-06-10,1,ACTIVE,2026-06-04 17:09:52.586686
446,446,STU-100446,2004-09-27,2,ACTIVE,2026-06-04 17:09:52.586709
447,447,STU-100447,2003-05-29,1,SUSPENDED,2026-06-04 17:09:52.586731
448,448,STU-100448,2004-11-18,2,ACTIVE,2026-06-04 17:09:52.586754
449,449,STU-100449,2007-10-31,1,ACTIVE,2026-06-04 17:09:52.586777
450,450,STU-100450,2007-05-05,1,ACTIVE,2026-06-04 17:09:52.586800
451,451,STU-100451,2005-01-31,2,ACTIVE,2026-06-04 17:09:52.586823
452,452,STU-100452,2005-06-19,3,ACTIVE,2026-06-04 17:09:52.586843
453,453,STU-100453,2008-01-14,3,ACTIVE,2026-06-04 17:09:52.586863
454,454,STU-100454,2001-04-19,1,ACTIVE,2026-06-04 17:09:52.586885
455,455,STU-100455,2001-05-27,1,ACTIVE,2026-06-04 17:09:52.586909
456,456,STU-100456,2004-06-22,1,ACTIVE,2026-06-04 17:09:52.586933
457,457,STU-100457,2002-02-24,3,ACTIVE,2026-06-04 17:09:52.586956
458,458,STU-100458,2001-03-11,2,ACTIVE,2026-06-04 17:09:52.586978
459,459,STU-100459,2000-08-10,1,ACTIVE,2026-06-04 17:09:52.587000
460,460,STU-100460,2002-10-28,2,ACTIVE,2026-06-04 17:09:52.587023
461,461,STU-100461,2006-05-04,3,ACTIVE,2026-06-04 17:09:52.587045
462,462,STU-100462,2005-05-20,1,ACTIVE,2026-06-04 17:09:52.587068
463,463,STU-100463,2004-09-28,2,ACTIVE,2026-06-04 17:09:52.587087
464,464,STU-100464,2005-05-14,2,ACTIVE,2026-06-04 17:09:52.587110
465,465,STU-100465,2003-05-09,3,ACTIVE,2026-06-04 17:09:52.587132
466,466,STU-100466,2000-08-23,2,ACTIVE,2026-06-04 17:09:52.587156
467,467,STU-100467,2001-05-08,2,ACTIVE,2026-06-04 17:09:52.587178
468,468,STU-100468,2002-07-29,3,ACTIVE,2026-06-04 17:09:52.587201
469,469,STU-100469,2002-11-02,2,ACTIVE,2026-06-04 17:09:52.587224
470,470,STU-100470,2002-10-08,2,ACTIVE,2026-06-04 17:09:52.587245
471,471,STU-100471,2002-05-07,1,ACTIVE,2026-06-04 17:09:52.587267
472,472,STU-100472,2005-03-01,2,ACTIVE,2026-06-04 17:09:52.587290
473,473,STU-100473,2003-08-30,3,ACTIVE,2026-06-04 17:09:52.587312
474,474,STU-100474,2007-08-30,1,ACTIVE,2026-06-04 17:09:52.587336
475,475,STU-100475,2006-11-29,1,ACTIVE,2026-06-04 17:09:52.587356
476,476,STU-100476,2004-10-24,1,ACTIVE,2026-06-04 17:09:52.587379
477,477,STU-100477,2005-08-19,2,ACTIVE,2026-06-04 17:09:52.587402
478,478,STU-100478,2004-06-21,1,ACTIVE,2026-06-04 17:09:52.587425
479,479,STU-100479,2001-06-26,1,SUSPENDED,2026-06-04 17:09:52.587448
480,480,STU-100480,2006-11-27,3,ACTIVE,2026-06-04 17:09:52.587470
481,481,STU-100481,2008-02-22,3,ACTIVE,2026-06-04 17:09:52.587493
482,482,STU-100482,2000-12-01,3,ACTIVE,2026-06-04 17:09:52.587517
483,483,STU-100483,2001-01-13,2,ACTIVE,2026-06-04 17:09:52.587540
484,484,STU-100484,2001-02-09,1,ACTIVE,2026-06-04 17:09:52.587563
485,485,STU-100485,2006-07-11,1,DROPPED,2026-06-04 17:09:52.587586
486,486,STU-100486,2005-03-27,1,ACTIVE,2026-06-04 17:09:52.587607
487,487,STU-100487,2006-04-02,1,ACTIVE,2026-06-04 17:09:52.587629
488,488,STU-100488,2004-01-29,1,ACTIVE,2026-06-04 17:09:52.587653
489,489,STU-100489,2001-08-24,2,ACTIVE,2026-06-04 17:09:52.587675
490,490,STU-100490,2003-09-17,3,ACTIVE,2026-06-04 17:09:52.587698
491,491,STU-100491,2005-03-21,1,ACTIVE,2026-06-04 17:09:52.587721
492,492,STU-100492,2006-01-11,2,ACTIVE,2026-06-04 17:09:52.587744
493,493,STU-100493,2007-12-30,2,ACTIVE,2026-06-04 17:09:52.587769
494,494,STU-100494,2006-11-27,1,DROPPED,2026-06-04 17:09:52.587792
495,495,STU-100495,2001-02-24,2,ACTIVE,2026-06-04 17:09:52.587815
496,496,STU-100496,2005-04-05,2,ACTIVE,2026-06-04 17:09:52.587838
497,497,STU-100497,2005-10-17,1,ACTIVE,2026-06-04 17:09:52.587861
498,498,STU-100498,2003-07-01,3,ACTIVE,2026-06-04 17:09:52.587883
499,499,STU-100499,2005-04-26,3,ACTIVE,2026-06-04 17:09:52.587905
500,500,STU-100500,2000-11-24,1,ACTIVE,2026-06-04 17:09:52.587925
501,501,STU-100501,2007-08-24,2,ACTIVE,2026-06-04 17:09:52.587947
502,502,STU-100502,2004-10-14,1,ACTIVE,2026-06-04 17:09:52.587972
503,503,STU-100503,2001-07-31,2,ACTIVE,2026-06-04 17:09:52.587997
504,504,STU-100504,2006-04-30,2,ACTIVE,2026-06-04 17:09:52.588018
505,505,STU-100505,2006-07-08,2,ACTIVE,2026-06-04 17:09:52.588042
506,506,STU-100506,2008-04-19,2,ACTIVE,2026-06-04 17:09:52.588061
507,507,STU-100507,2007-07-04,1,ACTIVE,2026-06-04 17:09:52.588084
508,508,STU-100508,2005-05-02,2,ACTIVE,2026-06-04 17:09:52.588104
509,509,STU-100509,2004-08-19,2,DROPPED,2026-06-04 17:09:52.588124
510,510,STU-100510,2002-07-23,1,ACTIVE,2026-06-04 17:09:52.588146
511,511,STU-100511,2003-11-26,1,ACTIVE,2026-06-04 17:09:52.588166
512,512,STU-100512,2008-01-07,1,ACTIVE,2026-06-04 17:09:52.588185
513,513,STU-100513,2004-11-28,2,ACTIVE,2026-06-04 17:09:52.588210
514,514,STU-100514,2005-11-30,1,ACTIVE,2026-06-04 17:09:52.588230
515,515,STU-100515,2004-10-21,1,ACTIVE,2026-06-04 17:09:52.588250
516,516,STU-100516,2001-07-04,3,ACTIVE,2026-06-04 17:09:52.588273
517,517,STU-100517,2007-05-29,2,ACTIVE,2026-06-04 17:09:52.588296
518,518,STU-100518,2002-01-03,3,ACTIVE,2026-06-04 17:09:52.588315
519,519,STU-100519,2002-07-25,2,ACTIVE,2026-06-04 17:09:52.588337
520,520,STU-100520,2004-03-12,2,ACTIVE,2026-06-04 17:09:52.588356
521,521,STU-100521,2002-09-14,2,ACTIVE,2026-06-04 17:09:52.588376
522,522,STU-100522,2002-04-17,1,ACTIVE,2026-06-04 17:09:52.588396
523,523,STU-100523,2004-07-07,2,ACTIVE,2026-06-04 17:09:52.588416
524,524,STU-100524,2004-03-14,3,ACTIVE,2026-06-04 17:09:52.588436
525,525,STU-100525,2004-10-08,3,ACTIVE,2026-06-04 17:09:52.588455
526,526,STU-100526,2001-07-31,2,ACTIVE,2026-06-04 17:09:52.588481
527,527,STU-100527,2004-11-09,3,ACTIVE,2026-06-04 17:09:52.588500
528,528,STU-100528,2006-07-18,2,SUSPENDED,2026-06-04 17:09:52.588526
529,529,STU-100529,2000-07-10,1,DROPPED,2026-06-04 17:09:52.588549
530,530,STU-100530,2001-11-18,3,ACTIVE,2026-06-04 17:09:52.588569
531,531,STU-100531,2007-02-20,1,SUSPENDED,2026-06-04 17:09:52.588589
532,532,STU-100532,2005-05-14,3,ACTIVE,2026-06-04 17:09:52.588612
533,533,STU-100533,2008-02-04,3,ACTIVE,2026-06-04 17:09:52.588632
534,534,STU-100534,2001-11-06,3,ACTIVE,2026-06-04 17:09:52.588655
535,535,STU-100535,2005-10-16,3,ACTIVE,2026-06-04 17:09:52.588677
536,536,STU-100536,2005-11-06,2,ACTIVE,2026-06-04 17:09:52.588697
537,537,STU-100537,2000-10-09,3,ACTIVE,2026-06-04 17:09:52.588719
538,538,STU-100538,2004-07-12,2,ACTIVE,2026-06-04 17:09:52.588742
539,539,STU-100539,2001-01-19,2,ACTIVE,2026-06-04 17:09:52.588761
540,540,STU-100540,2005-04-12,2,ACTIVE,2026-06-04 17:09:52.588784
541,541,STU-100541,2007-07-07,2,ACTIVE,2026-06-04 17:09:52.588804
542,542,STU-100542,2002-03-12,3,ACTIVE,2026-06-04 17:09:52.588824
543,543,STU-100543,2004-07-29,2,ACTIVE,2026-06-04 17:09:52.588847
544,544,STU-100544,2007-05-11,1,ACTIVE,2026-06-04 17:09:52.588867
545,545,STU-100545,2003-12-18,2,ACTIVE,2026-06-04 17:09:52.588894
546,546,STU-100546,2001-11-26,2,ACTIVE,2026-06-04 17:09:52.588918
547,547,STU-100547,2003-10-17,2,SUSPENDED,2026-06-04 17:09:52.588939
548,548,STU-100548,2003-09-18,2,ACTIVE,2026-06-04 17:09:52.588962
549,549,STU-100549,2006-11-23,2,ACTIVE,2026-06-04 17:09:52.588983
550,550,STU-100550,2000-10-17,3,ACTIVE,2026-06-04 17:09:52.589004
551,551,STU-100551,2006-06-12,2,ACTIVE,2026-06-04 17:09:52.589025
552,552,STU-100552,2005-11-27,1,ACTIVE,2026-06-04 17:09:52.589045
553,553,STU-100553,2005-03-21,1,ACTIVE,2026-06-04 17:09:52.589066
554,554,STU-100554,2000-09-11,1,ACTIVE,2026-06-04 17:09:52.589087
555,555,STU-100555,2007-08-19,2,ACTIVE,2026-06-04 17:09:52.589108
556,556,STU-100556,2001-01-23,1,ACTIVE,2026-06-04 17:09:52.589131
557,557,STU-100557,2003-01-10,3,ACTIVE,2026-06-04 17:09:52.589151
558,558,STU-100558,2001-03-08,3,SUSPENDED,2026-06-04 17:09:52.589172
559,559,STU-100559,2005-01-03,1,DROPPED,2026-06-04 17:09:52.589192
560,560,STU-100560,2003-05-24,2,ACTIVE,2026-06-04 17:09:52.589214
561,561,STU-100561,2004-06-23,1,ACTIVE,2026-06-04 17:09:52.589239
562,562,STU-100562,2003-06-08,3,ACTIVE,2026-06-04 17:09:52.589260
563,563,STU-100563,2000-12-13,2,ACTIVE,2026-06-04 17:09:52.589280
564,564,STU-100564,2002-06-04,1,ACTIVE,2026-06-04 17:09:52.589300
565,565,STU-100565,2007-09-13,1,ACTIVE,2026-06-04 17:09:52.589322
566,566,STU-100566,2005-08-26,2,ACTIVE,2026-06-04 17:09:52.589343
567,567,STU-100567,2007-05-10,1,ACTIVE,2026-06-04 17:09:52.589366
568,568,STU-100568,2005-11-17,3,ACTIVE,2026-06-04 17:09:52.589386
569,569,STU-100569,2007-01-07,3,ACTIVE,2026-06-04 17:09:52.589408
570,570,STU-100570,2001-05-26,2,ACTIVE,2026-06-04 17:09:52.589430
571,571,STU-100571,2008-03-11,2,ACTIVE,2026-06-04 17:09:52.589449
572,572,STU-100572,2001-10-23,1,ACTIVE,2026-06-04 17:09:52.589472
573,573,STU-100573,2001-04-02,1,ACTIVE,2026-06-04 17:09:52.589496
574,574,STU-100574,2004-11-06,1,ACTIVE,2026-06-04 17:09:52.589516
575,575,STU-100575,2000-12-10,2,ACTIVE,2026-06-04 17:09:52.589539
576,576,STU-100576,2005-05-05,3,ACTIVE,2026-06-04 17:09:52.589564
577,577,STU-100577,2005-03-26,3,ACTIVE,2026-06-04 17:09:52.589589
578,578,STU-100578,2004-12-10,3,ACTIVE,2026-06-04 17:09:52.589611
579,579,STU-100579,2001-02-06,3,ACTIVE,2026-06-04 17:09:52.589631
580,580,STU-100580,2007-02-07,1,ACTIVE,2026-06-04 17:09:52.589652
581,581,STU-100581,2005-06-17,3,SUSPENDED,2026-06-04 17:09:52.589678
582,582,STU-100582,2002-01-05,2,ACTIVE,2026-06-04 17:09:52.589698
583,583,STU-100583,2007-08-12,2,ACTIVE,2026-06-04 17:09:52.589718
584,584,STU-100584,2008-04-26,3,DROPPED,2026-06-04 17:09:52.589744
585,585,STU-100585,2000-10-03,1,ACTIVE,2026-06-04 17:09:52.589767
586,586,STU-100586,2005-05-11,1,ACTIVE,2026-06-04 17:09:52.589786
587,587,STU-100587,2005-10-07,2,ACTIVE,2026-06-04 17:09:52.589809
588,588,STU-100588,2001-04-30,2,ACTIVE,2026-06-04 17:09:52.589832
589,589,STU-100589,2001-11-26,3,ACTIVE,2026-06-04 17:09:52.589854
590,590,STU-100590,2007-06-07,3,ACTIVE,2026-06-04 17:09:52.589876
591,591,STU-100591,2002-02-04,3,ACTIVE,2026-06-04 17:09:52.589899
592,592,STU-100592,2003-06-16,3,ACTIVE,2026-06-04 17:09:52.589921
593,593,STU-100593,2006-09-05,2,ACTIVE,2026-06-04 17:09:52.589944
594,594,STU-100594,2006-03-17,2,ACTIVE,2026-06-04 17:09:52.589965
595,595,STU-100595,2007-06-30,1,ACTIVE,2026-06-04 17:09:52.589987
596,596,STU-100596,2006-03-08,3,ACTIVE,2026-06-04 17:09:52.590009
597,597,STU-100597,2008-04-05,3,ACTIVE,2026-06-04 17:09:52.590029
598,598,STU-100598,2003-11-02,3,ACTIVE,2026-06-04 17:09:52.590048
599,599,STU-100599,2002-09-01,2,ACTIVE,2026-06-04 17:09:52.590068
600,600,STU-100600,2004-08-13,3,ACTIVE,2026-06-04 17:09:52.590087
601,601,STU-100601,2005-01-15,1,ACTIVE,2026-06-04 17:09:52.590107
602,602,STU-100602,2007-05-03,1,ACTIVE,2026-06-04 17:09:52.590127
603,603,STU-100603,2000-08-26,3,ACTIVE,2026-06-04 17:09:52.590146
604,604,STU-100604,2003-12-06,1,ACTIVE,2026-06-04 17:09:52.590168
605,605,STU-100605,2007-11-07,3,ACTIVE,2026-06-04 17:09:52.590188
606,606,STU-100606,2006-01-06,1,ACTIVE,2026-06-04 17:09:52.590211
607,607,STU-100607,2006-05-31,1,ACTIVE,2026-06-04 17:09:52.590234
608,608,STU-100608,2000-11-16,1,ACTIVE,2026-06-04 17:09:52.590257
609,609,STU-100609,2004-06-22,2,ACTIVE,2026-06-04 17:09:52.590276
610,610,STU-100610,2006-12-18,1,ACTIVE,2026-06-04 17:09:52.590296
611,611,STU-100611,2004-07-19,2,ACTIVE,2026-06-04 17:09:52.590316
612,612,STU-100612,2006-12-27,1,ACTIVE,2026-06-04 17:09:52.590335
613,613,STU-100613,2002-11-23,2,ACTIVE,2026-06-04 17:09:52.590355
614,614,STU-100614,2001-02-24,3,ACTIVE,2026-06-04 17:09:52.590380
615,615,STU-100615,2003-01-24,1,ACTIVE,2026-06-04 17:09:52.590402
616,616,STU-100616,2001-02-13,3,ACTIVE,2026-06-04 17:09:52.590422
617,617,STU-100617,2002-10-05,2,DROPPED,2026-06-04 17:09:52.590444
618,618,STU-100618,2006-01-25,3,ACTIVE,2026-06-04 17:09:52.590464
619,619,STU-100619,2006-01-22,3,ACTIVE,2026-06-04 17:09:52.590484
620,620,STU-100620,2006-12-24,2,ACTIVE,2026-06-04 17:09:52.590503
621,621,STU-100621,2006-12-13,1,ACTIVE,2026-06-04 17:09:52.590524
622,622,STU-100622,2003-08-25,3,ACTIVE,2026-06-04 17:09:52.590544
623,623,STU-100623,2005-11-05,3,ACTIVE,2026-06-04 17:09:52.590564
624,624,STU-100624,2005-08-31,2,ACTIVE,2026-06-04 17:09:52.590607
625,625,STU-100625,2006-08-12,3,ACTIVE,2026-06-04 17:09:52.590632
626,626,STU-100626,2007-01-08,2,ACTIVE,2026-06-04 17:09:52.590652
627,627,STU-100627,2000-10-27,3,ACTIVE,2026-06-04 17:09:52.590674
628,628,STU-100628,2004-08-02,1,ACTIVE,2026-06-04 17:09:52.590694
629,629,STU-100629,2004-10-06,3,SUSPENDED,2026-06-04 17:09:52.590714
630,630,STU-100630,2008-04-18,1,ACTIVE,2026-06-04 17:09:52.590734
631,631,STU-100631,2003-01-24,3,ACTIVE,2026-06-04 17:09:52.590754
632,632,STU-100632,2006-10-13,1,ACTIVE,2026-06-04 17:09:52.590773
633,633,STU-100633,2003-10-12,2,DROPPED,2026-06-04 17:09:52.590796
634,634,STU-100634,2006-04-07,2,ACTIVE,2026-06-04 17:09:52.590815
635,635,STU-100635,2001-04-09,1,DROPPED,2026-06-04 17:09:52.590835
636,636,STU-100636,2003-07-07,3,ACTIVE,2026-06-04 17:09:52.590857
637,637,STU-100637,2003-07-06,1,ACTIVE,2026-06-04 17:09:52.590877
638,638,STU-100638,2006-01-13,2,ACTIVE,2026-06-04 17:09:52.590897
639,639,STU-100639,2001-03-04,2,ACTIVE,2026-06-04 17:09:52.590923
640,640,STU-100640,2006-09-26,1,ACTIVE,2026-06-04 17:09:52.590943
641,641,STU-100641,2006-06-16,3,ACTIVE,2026-06-04 17:09:52.590968
642,642,STU-100642,2007-06-08,1,ACTIVE,2026-06-04 17:09:52.590987
643,643,STU-100643,2002-08-13,2,ACTIVE,2026-06-04 17:09:52.591008
644,644,STU-100644,2001-03-24,2,ACTIVE,2026-06-04 17:09:52.591030
645,645,STU-100645,2004-06-27,2,ACTIVE,2026-06-04 17:09:52.591050
646,646,STU-100646,2002-08-22,3,ACTIVE,2026-06-04 17:09:52.591072
647,647,STU-100647,2004-12-27,2,ACTIVE,2026-06-04 17:09:52.591091
648,648,STU-100648,2003-07-14,1,ACTIVE,2026-06-04 17:09:52.591111
649,649,STU-100649,2007-02-13,2,ACTIVE,2026-06-04 17:09:52.591130
650,650,STU-100650,2003-07-07,3,ACTIVE,2026-06-04 17:09:52.591150
651,651,STU-100651,2004-12-09,2,ACTIVE,2026-06-04 17:09:52.591172
652,652,STU-100652,2003-05-20,2,SUSPENDED,2026-06-04 17:09:52.591192
653,653,STU-100653,2005-12-14,3,SUSPENDED,2026-06-04 17:09:52.591211
654,654,STU-100654,2000-11-25,2,ACTIVE,2026-06-04 17:09:52.591233
655,655,STU-100655,2006-01-06,1,ACTIVE,2026-06-04 17:09:52.591260
656,656,STU-100656,2002-10-12,1,ACTIVE,2026-06-04 17:09:52.591283
657,657,STU-100657,2007-10-26,3,ACTIVE,2026-06-04 17:09:52.591302
658,658,STU-100658,2001-01-10,2,ACTIVE,2026-06-04 17:09:52.591322
659,659,STU-100659,2003-10-28,3,ACTIVE,2026-06-04 17:09:52.591344
660,660,STU-100660,2001-04-17,2,ACTIVE,2026-06-04 17:09:52.591366
661,661,STU-100661,2002-05-22,3,ACTIVE,2026-06-04 17:09:52.591392
662,662,STU-100662,2001-01-07,3,ACTIVE,2026-06-04 17:09:52.591414
663,663,STU-100663,2007-04-26,3,ACTIVE,2026-06-04 17:09:52.591433
